HymnNumber,Text,CleanedText
433,"Previous Hymn Next Hymn Favorite Create Sign Us with Ashes Added to Favorites ‹ › Lyrics Refrain: Sign us with ashes, merciful God, children of dust, as to dust we return. Sign us with ashes, merciful God. Mark us and make us your own. 1 Surely, you alone can save us. You pay our price with precious blood. Reaching through your great compassion, you lift up your people with love.	(Refrain) 2 Surely, you alone uphold us. You give us strength for all our needs. Shielding with a father’s favor, you bless us with pardon and peace. 	(Refrain) 3 Surely, you alone can heal us. Yours is the will to make us whole. Soothing with a mother’s kindness, the contrite of heart, you console. 	(Refrain) 4 Surely, you alone can free us. You break the bonds of guilt and sin. Bracing, till we walk uprightly, you bolster our hope once again. 	(Refrain) 5 Surely, you alone refine us. You give us grace for lives made new, forging, through your fire and radiance, a sacrifice worthy for you. 	(Refrain) 6 Surely, you alone redeem us. You fill our dust with holy breath. Bursting from the grave in glory, you rise from the ashes of death! 	(Refrain) Informational Notes The refrain here recalls the imposition of ashes, a ritual based on Genesis 3:19, which has been a part of Christian worship on Ash Wednesday since the 9th century.  As The Book of Common Worship states, “This ancient sign speaks of the frailty and uncertainty of human life.”","Refrain: Sign us with ashes, merciful God, children of dust, as to dust we return. Sign us with ashes, merciful God. Mark us and make us your own. 1 Surely, you alone can save us. You pay our price with precious blood. Reaching through your great compassion, you lift up your people with love.	(Refrain) 2 Surely, you alone uphold us. You give us strength for all our needs. Shielding with a father’s favor, you bless us with pardon and peace. 	(Refrain) 3 Surely, you alone can heal us. Yours is the will to make us whole. Soothing with a mother’s kindness, the contrite of heart, you console. 	(Refrain) 4 Surely, you alone can free us. You break the bonds of guilt and sin. Bracing, till we walk uprightly, you bolster our hope once again. 	(Refrain) 5 Surely, you alone refine us. You give us grace for lives made new, forging, through your fire and radiance, a sacrifice worthy for you. 	(Refrain) 6 Surely, you alone redeem us. You fill our dust with holy breath. Bursting from the grave in glory, you rise from the ashes of death! 	(Refrain)"
434,"Previous Hymn Next Hymn Favorite Create Restore in Us, O God Added to Favorites Lyrics 1 Restore in us, O God, the splendor of your love; renew your image in our hearts, and all our sins remove. 2 O Spirit, wake in us the wonder of your power; from fruitless fear unfurl our lives like springtime bud and flower. 3 Bring us, O Christ, to share the fullness of your joy; baptize us in the risen life that death cannot destroy. 4 Three-personed God, fulfill the promise of your grace, that we, when all our searching ends, may see you face to face. Informational Notes This text reflects the historic understanding of Lent as a time to prepare catechumens for Baptism and penitents for reconciliation at the Easter Vigil. The first three stanzas address one of the three divine Persons, while the fourth stanza implores the help of the full Trinity.","1 Restore in us, O God, the splendor of your love; renew your image in our hearts, and all our sins remove. 2 O Spirit, wake in us the wonder of your power; from fruitless fear unfurl our lives like springtime bud and flower. 3 Bring us, O Christ, to share the fullness of your joy; baptize us in the risen life that death cannot destroy. 4 Three-personed God, fulfill the promise of your grace, that we, when all our searching ends, may see you face to face."
435,"Previous Hymn Next Hymn Favorite Create There's a Wideness in God's Mercy Added to Favorites Lyrics 1 There's a wideness in God's mercy, like the wideness of the sea. There's a kindness in God's justice, which is more than liberty. There is no place where earth's sorrows are more felt than up in heaven. There is no place where earth's failings have such kindly judgment given. 2 For the love of God is broader than the measures of the mind. And the heart of the Eternal is most wonderfully kind. If our love were but more faithful, we would gladly trust God's Word, and our lives reflect thanksgiving for the goodness of our Lord. Informational Notes These stanzas, excerpted from a quite a few more, offer a reminder that the model for our dealings with others should be God’s generosity rather than limited human tolerance. The text is effectively set to a broad and sturdy Dutch folk melody, probably from the 17th century.","1 There's a wideness in God's mercy, like the wideness of the sea. There's a kindness in God's justice, which is more than liberty. There is no place where earth's sorrows are more felt than up in heaven. There is no place where earth's failings have such kindly judgment given. 2 For the love of God is broader than the measures of the mind. And the heart of the Eternal is most wonderfully kind. If our love were but more faithful, we would gladly trust God's Word, and our lives reflect thanksgiving for the goodness of our Lord."
436,"Previous Hymn Next Hymn Favorite Create God of Compassion, in Mercy Befriend Us Added to Favorites Lyrics 1 God of compassion, in mercy befriend us, giver of grace for our needs all-availing. Wisdom and strength for each day ever send us, patience untiring and courage unfailing. 2 Though we are lost, you have sought us and found us, stilled our rude hearts with your word of consoling. Wrap now your peace, like a mantle, around us, guarding our thoughts and our passions controlling. 3 How shall we stray, with your hand to direct us, you who the stars in their courses are guiding? What shall we fear, with your power to protect us, we who walk forth in your greatness confiding? Informational Notes By ending with questions rather than simple affirmations, this text conveys a strong sense of faith in God’s presence and guidance without ignoring how much of the future remains unknown. The confidence of the text is well matched by its sturdy 17th-century French tune.","1 God of compassion, in mercy befriend us, giver of grace for our needs all-availing. Wisdom and strength for each day ever send us, patience untiring and courage unfailing. 2 Though we are lost, you have sought us and found us, stilled our rude hearts with your word of consoling. Wrap now your peace, like a mantle, around us, guarding our thoughts and our passions controlling. 3 How shall we stray, with your hand to direct us, you who the stars in their courses are guiding? What shall we fear, with your power to protect us, we who walk forth in your greatness confiding?"
437,"Previous Hymn Next Hymn Favorite Create You Are the Lord, Giver of Mercy! Added to Favorites Lyrics You are the Lord, giver of mercy! You are the Christ, giver of mercy! You are the Lord, giver of mercy! Informational Notes 437  You Are the Lord, Giver of Mercy!

This adaptation of the traditional Kyrie eleison text transforms a series of petitions into a series of acclamations. With harsher music these might have seemed bold or rash, but this plaintive setting derived from an Appalachian melody preserves a sense of humility and trust.","You are the Lord, giver of mercy! You are the Christ, giver of mercy! You are the Lord, giver of mercy!"
438,"Previous Hymn Next Hymn Favorite Create Rock of Ages, Cleft for Me Added to Favorites ‹ › Lyrics 1 Rock of Ages, cleft for me, let me hide myself in thee. Let the water and the blood from thy wounded side which flowed be of sin the double cure, cleanse from guilt and make me pure. 2 Not the labors of my hands can fulfill thy law’s demands. Could my zeal no respite know, could my tears forever flow, all for sin could not atone. Thou must save, and thou alone. 3 Nothing in my hand I bring; simply to thy cross I cling; naked, come to thee for dress, helpless, look to thee for grace; foul, I to the fountain fly; wash me, Savior, or I die. 4 While I draw this fleeting breath, when my eyelids close in death, when I soar to worlds unknown, see thee on thy judgment throne, Rock of Ages, cleft for me, let me hide myself in thee. Informational Notes Though scholars discredit the story that this hymn was written when the author found shelter under a large rock during a thunderstorm, the popular appeal of that conjecture perhaps lies in the energy of this plea and the vividness of its imagery drawn from many biblical sources.","1 Rock of Ages, cleft for me, let me hide myself in thee. Let the water and the blood from thy wounded side which flowed be of sin the double cure, cleanse from guilt and make me pure. 2 Not the labors of my hands can fulfill thy law’s demands. Could my zeal no respite know, could my tears forever flow, all for sin could not atone. Thou must save, and thou alone. 3 Nothing in my hand I bring; simply to thy cross I cling; naked, come to thee for dress, helpless, look to thee for grace; foul, I to the fountain fly; wash me, Savior, or I die. 4 While I draw this fleeting breath, when my eyelids close in death, when I soar to worlds unknown, see thee on thy judgment throne, Rock of Ages, cleft for me, let me hide myself in thee."
439,"Previous Hymn Next Hymn Favorite Create O My Soul, Bless Your Redeemer Added to Favorites Lyrics 1 O my soul, bless your Redeemer; all within me bless God's name; bless the Savior, and forget not all God's mercies to proclaim. 2 God forgives all your transgressions, all diseases gently heals; God redeems you from destruction, and with you so kindly deals. 3 Far as east from west is distant, God has put away our sin; like the pity of a father has the Lord's compassion been. 4 As it was without beginning, so it lasts without an end; to their children's children ever shall God's righteousness extend: 5 Unto such as keep God's cov’nant and are steadfast in God's way; unto those who still remember the commandments and obey. 6 Bless your Maker, all you creatures, ever under God's control, all throughout God's vast dominion; bless the Lord of all, my soul! Informational Notes These stanzas are selected from sixteen that originally made up this paraphrase of Psalm 103, the second of two versions in the volume where they were first published.  The tune used here was probably created as a German psalm tune but later came to be used with hymn texts.","1 O my soul, bless your Redeemer; all within me bless God's name; bless the Savior, and forget not all God's mercies to proclaim. 2 God forgives all your transgressions, all diseases gently heals; God redeems you from destruction, and with you so kindly deals. 3 Far as east from west is distant, God has put away our sin; like the pity of a father has the Lord's compassion been. 4 As it was without beginning, so it lasts without an end; to their children's children ever shall God's righteousness extend: 5 Unto such as keep God's cov’nant and are steadfast in God's way; unto those who still remember the commandments and obey. 6 Bless your Maker, all you creatures, ever under God's control, all throughout God's vast dominion; bless the Lord of all, my soul!"
440,"Previous Hymn Next Hymn Favorite Create Jesus, Lover of My Soul Added to Favorites Lyrics 1 Jesus, lover of my soul, let me to thy bosom fly, while the nearer waters roll, while the tempest still is high. Hide me, O my Savior, hide, till the storm of life is past. Safe into the haven guide. O receive my soul at last! 2 Other refuge have I none; hangs my helpless soul on thee. Leave, ah! leave me not alone; still support and comfort me. All my trust on thee is stayed; all my help from thee I bring. Cover my defenseless head with the shadow of thy wing. 3 Thou, O Christ, art all I want; more than all in thee I find. Raise the fallen, cheer the faint, heal the sick, and lead the blind. Just and holy is thy name; I am all unrighteousness. False and full of sin I am; thou art full of truth and grace. 4 Plenteous grace with thee is found, grace to cover all my sin. Let the healing streams abound; make and keep me pure within. Thou of life the fountain art; freely let me take of thee. Spring thou up within my heart. Rise to all eternity. Informational Notes Originally titled “In Temptation,” these four stanzas (of five) call to mind how a spiritual and emotional tempest can move from turmoil to tranquility. This tune was first used with this text in a cantata by the composer in 1910, and since then has become the standard one.","1 Jesus, lover of my soul, let me to thy bosom fly, while the nearer waters roll, while the tempest still is high. Hide me, O my Savior, hide, till the storm of life is past. Safe into the haven guide. O receive my soul at last! 2 Other refuge have I none; hangs my helpless soul on thee. Leave, ah! leave me not alone; still support and comfort me. All my trust on thee is stayed; all my help from thee I bring. Cover my defenseless head with the shadow of thy wing. 3 Thou, O Christ, art all I want; more than all in thee I find. Raise the fallen, cheer the faint, heal the sick, and lead the blind. Just and holy is thy name; I am all unrighteousness. False and full of sin I am; thou art full of truth and grace. 4 Plenteous grace with thee is found, grace to cover all my sin. Let the healing streams abound; make and keep me pure within. Thou of life the fountain art; freely let me take of thee. Spring thou up within my heart. Rise to all eternity."
441,"Previous Hymn Next Hymn Favorite Create Hear the Good News of Salvation Added to Favorites Lyrics 1 Hear the good news of salvation: Jesus died to show God’s love. Such great kindness! Such great mercy! Come to us from heaven above. Jesus Christ, how much I love you! Jesus Christ, you save from sin! How I love you! Look upon me. Love me still and cleanse within. 2 All the sins I have committed, to my Savior now I bring. I bow down with tears of anguish; Christ forgives and so I sing: Jesus Christ, how much I love you! Jesus Christ, you save from sin! How I love you! Look upon me. Love me still and cleanse within. (Dakota) 1 Wotanin waste nahon po, Jesus he waihdusna: towaosida kin tanka, he dehan iyomahi. Jesus Christ wastewadaka, Jesus Christ nimayan: han, wastewadake amatonwe is eya wastemada. 2 Woahtani kin ecamon, hduha Jesus siha en, kun iwahpamda waceya, Jesus onśimada ce. Jesus Christ wastewadaka, Jesus Christ nimayan: han, wastewadake amatonwe is eya wastemada. Informational Notes 441	Hear the Good News of Salvation / Wotanin waste nahon po

This text, originally appearing in four stanzas, was written by the first Native American Dakota to be ordained to the Presbyterian ministry and was published in the Dakota hymnal he edited. Both the Dakota and English versions have been associated with this shape note tune.","1 Hear the good news of salvation: Jesus died to show God’s love. Such great kindness! Such great mercy! Come to us from heaven above. Jesus Christ, how much I love you! Jesus Christ, you save from sin! How I love you! Look upon me. Love me still and cleanse within. 2 All the sins I have committed, to my Savior now I bring. I bow down with tears of anguish; Christ forgives and so I sing: Jesus Christ, how much I love you! Jesus Christ, you save from sin! How I love you! Look upon me. Love me still and cleanse within. (Dakota) 1 Wotanin waste nahon po, Jesus he waihdusna: towaosida kin tanka, he dehan iyomahi. Jesus Christ wastewadaka, Jesus Christ nimayan: han, wastewadake amatonwe is eya wastemada. 2 Woahtani kin ecamon, hduha Jesus siha en, kun iwahpamda waceya, Jesus onśimada ce. Jesus Christ wastewadaka, Jesus Christ nimayan: han, wastewadake amatonwe is eya wastemada."
442,"Previous Hymn Next Hymn Favorite Create Just as I Am, without One Plea Added to Favorites Lyrics 1 Just as I am, without one plea but that thy blood was shed for me, and that thou biddest me come to thee, O Lamb of God, I come; I come! 2 Just as I am, though tossed about with many_a conflict, many_a doubt, fightings and fears within, without, O Lamb of God, I come; I come! 3 Just as I am, thou wilt receive, wilt welcome, pardon, cleanse, relieve; because thy promise I believe, O Lamb of God, I come; I come! 4 Just as I am, thy love unknown has broken every barrier down; now to be thine, yea, thine alone, O Lamb of God, I come; I come! Informational Notes When an illness limited her involvement in a bustling household, the author wrote this hymn that helped her both to achieve and to express a renewed sense of worth grounded in Christ’s self-giving. Its simple, direct, and deeply-felt language has made it a source of comfort to many.","1 Just as I am, without one plea but that thy blood was shed for me, and that thou biddest me come to thee, O Lamb of God, I come; I come! 2 Just as I am, though tossed about with many_a conflict, many_a doubt, fightings and fears within, without, O Lamb of God, I come; I come! 3 Just as I am, thou wilt receive, wilt welcome, pardon, cleanse, relieve; because thy promise I believe, O Lamb of God, I come; I come! 4 Just as I am, thy love unknown has broken every barrier down; now to be thine, yea, thine alone, O Lamb of God, I come; I come!"
443,"Previous Hymn Next Hymn Favorite Create There Is a Redeemer Added to Favorites Lyrics 1 There is a Redeemer, Jesus, God's own Son; precious Lamb of God, Messiah, Holy One. Thank you, O my Father, for giving us your Son, and leaving your Spirit till the work on earth is done. 2 Jesus, my Redeemer, name above all names, precious Lamb of God, Messiah, hope for sinners slain. Thank you, O my Father, for giving us your Son, and leaving your Spirit till the work on earth is done. 3 When I stand in glory, I will see his face; there I'll serve my King forever in that holy place. Thank you, O my Father, for giving us your Son, and leaving your Spirit till the work on earth is done. Informational Notes Although the refrain of this piece names all three Persons of the Trinity, the stanzas emphasize references to Jesus Christ under various titles. There is also a shift in tone between the stanzas and the refrain: the former speak about God and the latter speaks to God.","1 There is a Redeemer, Jesus, God's own Son; precious Lamb of God, Messiah, Holy One. Thank you, O my Father, for giving us your Son, and leaving your Spirit till the work on earth is done. 2 Jesus, my Redeemer, name above all names, precious Lamb of God, Messiah, hope for sinners slain. Thank you, O my Father, for giving us your Son, and leaving your Spirit till the work on earth is done. 3 When I stand in glory, I will see his face; there I'll serve my King forever in that holy place. Thank you, O my Father, for giving us your Son, and leaving your Spirit till the work on earth is done."
444,"Previous Hymn Next Hymn Favorite Create Forgive Our Sins as We Forgive Added to Favorites Lyrics 1""Forgive our sins as we forgive,"" you taught us, Lord, to pray, but you alone can grant us grace to live the words we say. 2 How can your pardon reach and bless the unforgiving heart that broods on wrongs and will not let old bitterness depart? 3 In blazing light your cross reveals the truth we dimly knew: what trivial debts are owed to us, how great our debt to you! 4 Lord, cleanse the depths within our souls and bid resentment cease. Then, by your mercy reconciled, our lives will spread your peace. Informational Notes Few petitions of the Lord’s Prayer are as difficult to pray as this one, and we would not dare to pray it if we had to depend on ourselves rather than the example of forgiveness we are given in Jesus Christ. The shape note tune sets these words with appropriate spareness.","1""Forgive our sins as we forgive,"" you taught us, Lord, to pray, but you alone can grant us grace to live the words we say. 2 How can your pardon reach and bless the unforgiving heart that broods on wrongs and will not let old bitterness depart? 3 In blazing light your cross reveals the truth we dimly knew: what trivial debts are owed to us, how great our debt to you! 4 Lord, cleanse the depths within our souls and bid resentment cease. Then, by your mercy reconciled, our lives will spread your peace."
445,"Previous Hymn Next Hymn Favorite Create God, How Can We Forgive Added to Favorites Lyrics 1 God, how can we forgive when bonds of love are torn? How can we rise and start anew, our trust reborn? When human loving fails and every hope is gone, your love gives strength beyond our own to face the dawn. 2 When we have missed the mark, and tears of anguish flow, how can you still release our guilt, the debt we owe? The ocean depth of grace surpasses all our needs. A priest who shares our human pain, Christ intercedes. 3 Who dares to throw the stone to damn another's sin, when you, while knowing all our past, forgive again? No more we play the judge, for by your grace we live. As you, O God, forgive our sin, may we forgive. Informational Notes This text reflects both the struggle to deal with a deep personal hurt and a keen awareness of biblical language and content. The opening line of stanza two, for example, draws on the root meaning of the Greek word for sin, and the beginning of stanza three alludes to John 8:3–8.","1 God, how can we forgive when bonds of love are torn? How can we rise and start anew, our trust reborn? When human loving fails and every hope is gone, your love gives strength beyond our own to face the dawn. 2 When we have missed the mark, and tears of anguish flow, how can you still release our guilt, the debt we owe? The ocean depth of grace surpasses all our needs. A priest who shares our human pain, Christ intercedes. 3 Who dares to throw the stone to damn another's sin, when you, while knowing all our past, forgive again? No more we play the judge, for by your grace we live. As you, O God, forgive our sin, may we forgive."
446,"Previous Hymn Next Hymn Favorite Create How Blest, Those Whose Transgressions Added to Favorites Lyrics 1 How blest, those whose transgressions have freely been forgiven; whose guilt is wholly covered before the sight of heaven. Blest, those to whom our Lord God will not impute their sin: whose guilt has been forgiven; whose hearts, made true again. 2 While I kept guilty silence, my strength was spent with grief. Your hand was heavy on me; my life found no relief. But when I made confession and hid no sin from you, when I revealed my failings, you gave me life anew. 3 So let the godly seek you, when troubling times are near; no storm or flood shall reach them, nor cause their hearts to fear. In you, O Lord, I hide me; you save me from all ill. And songs of your salvation my heart with rapture fill. Informational Notes Although this is one of the traditional seven penitential psalms, it could equally well be called a psalm of thanksgiving for forgiveness. It bears witness to the desirability of confession as well as to God’s gracious and forgiving nature, encouraging the faithful to seek God.","1 How blest, those whose transgressions have freely been forgiven; whose guilt is wholly covered before the sight of heaven. Blest, those to whom our Lord God will not impute their sin: whose guilt has been forgiven; whose hearts, made true again. 2 While I kept guilty silence, my strength was spent with grief. Your hand was heavy on me; my life found no relief. But when I made confession and hid no sin from you, when I revealed my failings, you gave me life anew. 3 So let the godly seek you, when troubling times are near; no storm or flood shall reach them, nor cause their hearts to fear. In you, O Lord, I hide me; you save me from all ill. And songs of your salvation my heart with rapture fill."
447,"Previous Hymn Next Hymn Favorite Create We Are Forgiven Added to Favorites Lyrics We are forgiven. We are forgiven. Thanks be to God. Thanks be to God. We are forgiven. We are forgiven. Thanks be to God. Thanks be to God. Informational Notes To sing, rather than simply say, a response to the Declaration of Forgiveness has the effect of making the moment both more affirmative and more corporate. The musical repetition of the two sentences also strengthens awareness of what it means to be assured of God’s pardon.",We are forgiven. We are forgiven. Thanks be to God. Thanks be to God. We are forgiven. We are forgiven. Thanks be to God. Thanks be to God.
448,"Previous Hymn Next Hymn Favorite Create Peace of God Be with You Added to Favorites Lyrics Informational Notes Both being Semitic languages, Arabic and Hebrew have many similar words, as can be heard here in Salaam, which sounds much like Shalom. This setting uses the same words and music in all but one phrase, making this brief song easy to learn in either English or Arabic.",
449,"Previous Hymn Next Hymn Favorite Create Show Us, O Lord, Your Steadfast Love Added to Favorites Lyrics 1 Show us, O Lord, your steadfast love, and let your saving grace be near; when we return with open hearts the Lord speaks peace and we will hear. 2 Mercy and truth at last have met; justice and peace are reconciled. Truth has arisen from the earth; justice looked down from heaven and smiled. 3 Lord, you will grant prosperity; our land will yield its full increase. Justice shall go before your face; the pathway for your feet is peace. Informational Notes This paraphrase of the latter part of Psalm 85 includes some remarkable signs of God’s reign: that mercy, truth, justice, and peace exist simultaneously and that the fruits of creation will be abundant. Because we still await that day, this psalm is often associated with Advent.","1 Show us, O Lord, your steadfast love, and let your saving grace be near; when we return with open hearts the Lord speaks peace and we will hear. 2 Mercy and truth at last have met; justice and peace are reconciled. Truth has arisen from the earth; justice looked down from heaven and smiled. 3 Lord, you will grant prosperity; our land will yield its full increase. Justice shall go before your face; the pathway for your feet is peace."
450,"Previous Hymn Next Hymn Favorite Create Be Thou My Vision Added to Favorites Lyrics 1 Be thou my vision, O Lord of my heart; naught be all else to me, save that thou art; thou my best thought, by day or by night, waking or sleeping, thy presence my light. 2 Be thou my wisdom, and thou my true Word; I ever with thee and thou with me, Lord; thou my soul’s shelter, and thou my high tower; raise thou me heavenward, O Power of my power. 3 Riches I heed not, nor vain, empty praise; thou, mine inheritance, now and always; thou and thou only, first in my heart, High King of Heaven, my treasure thou art. 4 High King of Heaven, my victory won, may I reach heaven’s joys, O bright heaven’s Sun! Heart of my own heart, whatever befall, still be my vision, O Ruler of all. Informational Notes These stanzas are selected from a 20th-century English poetic version of an Irish monastic prayer dating to the 10th century or before. They are set to an Irish folk melody that has proved popular and easily sung despite its lack of repetition and its wide range.","1 Be thou my vision, O Lord of my heart; naught be all else to me, save that thou art; thou my best thought, by day or by night, waking or sleeping, thy presence my light. 2 Be thou my wisdom, and thou my true Word; I ever with thee and thou with me, Lord; thou my soul’s shelter, and thou my high tower; raise thou me heavenward, O Power of my power. 3 Riches I heed not, nor vain, empty praise; thou, mine inheritance, now and always; thou and thou only, first in my heart, High King of Heaven, my treasure thou art. 4 High King of Heaven, my victory won, may I reach heaven’s joys, O bright heaven’s Sun! Heart of my own heart, whatever befall, still be my vision, O Ruler of all."
451,"Previous Hymn Next Hymn Favorite Create Open My Eyes, That I May See Added to Favorites Lyrics 1 Open my eyes, that I may see glimpses of truth thou hast for me. Place in my hands the wonderful key that shall unclasp and set me free. Silently now I wait for thee, ready, my God, thy will to see. Open my eyes; illumine me, Spirit divine! 2 Open my ears, that I may hear voices of truth thou sendest clear. And while the wave notes fall on my ear, everything false will disappear. Silently now I wait for thee, ready, my God, thy will to see. Open my ears; illumine me, Spirit divine! 3 Open my mouth, and let me bear gladly the warm truth everywhere. Open my heart, and let me prepare love with thy children thus to share. Silently now I wait for thee, ready, my God, thy will to see. Open my heart; illumine me, Spirit divine! Informational Notes The first woman to publish a collection of her own anthems, this author/composer has created in this hymn a sung prayer of illumination. It not only asks God to help us understand scripture but also prays for the strength and courage to make God’s love known to others.","1 Open my eyes, that I may see glimpses of truth thou hast for me. Place in my hands the wonderful key that shall unclasp and set me free. Silently now I wait for thee, ready, my God, thy will to see. Open my eyes; illumine me, Spirit divine! 2 Open my ears, that I may hear voices of truth thou sendest clear. And while the wave notes fall on my ear, everything false will disappear. Silently now I wait for thee, ready, my God, thy will to see. Open my ears; illumine me, Spirit divine! 3 Open my mouth, and let me bear gladly the warm truth everywhere. Open my heart, and let me prepare love with thy children thus to share. Silently now I wait for thee, ready, my God, thy will to see. Open my heart; illumine me, Spirit divine!"
452,"Previous Hymn Next Hymn Favorite Create Open the Eyes of My Heart Added to Favorites Lyrics Open the eyes of my heart, Lord. Open the eyes of my heart; I want to see you; I want to see you; Open the eyes of my heart, Lord. Open the eyes of my heart; I want to see you; I want to see you; to see you high and lifted up, shining in the light of your glory. Pour out your power and love as we sing “Holy, holy, holy.” Holy, holy, holy. Holy, holy, holy. Holy, holy, holy, I want to see you. Informational Notes The initial petition of this song is based on the language of Ephesians 1:18, while the second part draws on the account of Isaiah’s vision in Isaiah 6:1–5. That event, in turn, is the basis of the threefold Sanctus that has become a traditional element in Christian worship.","Open the eyes of my heart, Lord. Open the eyes of my heart; I want to see you; I want to see you; Open the eyes of my heart, Lord. Open the eyes of my heart; I want to see you; I want to see you; to see you high and lifted up, shining in the light of your glory. Pour out your power and love as we sing “Holy, holy, holy.” Holy, holy, holy. Holy, holy, holy. Holy, holy, holy, I want to see you."
453,"Previous Hymn Next Hymn Favorite Create Open Your Ears, O Faithful People Added to Favorites Lyrics 1 Open your ears, O faithful people; open your ears and hear God’s word. Open your hearts, O royal priesthood; God has come to you. Refrain: God has spoken to the people, hallelujah! God has spoken words of wisdom, hallelujah! God has spoken to the people, hallelujah! God has spoken words of wisdom, hallelujah! Torah ora, Torah ora, hallelujah! Torah ora, Torah ora, hallelujah! Torah ora, Torah ora, hallelujah! Torah ora, Torah ora, hallelujah! 2 They who have ears to hear the message, they who have ears, now let them hear; they who would learn the way of wisdom, let them hear God’s word.	(Refrain) Informational Notes In the writings of the prophets, the ear is valued above other senses, and the essential declaration of Jewish faith is shema Ysrael, “Hear, O Israel” (Deuteronomy 5:1, 6:4–9; Jeremiah 2:4). “To hear“ is no small thing, for this verb assumes what is truly heard will also be obeyed.","1 Open your ears, O faithful people; open your ears and hear God’s word. Open your hearts, O royal priesthood; God has come to you. Refrain: God has spoken to the people, hallelujah! God has spoken words of wisdom, hallelujah! God has spoken to the people, hallelujah! God has spoken words of wisdom, hallelujah! Torah ora, Torah ora, hallelujah! Torah ora, Torah ora, hallelujah! Torah ora, Torah ora, hallelujah! Torah ora, Torah ora, hallelujah! 2 They who have ears to hear the message, they who have ears, now let them hear; they who would learn the way of wisdom, let them hear God’s word.	(Refrain)"
454,"Previous Hymn Next Hymn Favorite Create Take the Saving Word of God Added to Favorites Lyrics Take the saving word of God; put it first within your life. Nothing comes before God’s holy word. Dawk'yah towgyah thawy báht-awm; dawk'yah towgyah thawy báht-awm. Dawk'yan towgyah thawy Gyah O' Boy Daw. Informational Notes This brief sacred song comes from a Native American tradition now centered in Oklahoma and the Texas panhandle. As often happens when moving between languages, the English text cannot retain the structure of the original but tries to convey its essential spirit and intention.",Take the saving word of God; put it first within your life. Nothing comes before God’s holy word. Dawk'yah towgyah thawy báht-awm; dawk'yah towgyah thawy báht-awm. Dawk'yan towgyah thawy Gyah O' Boy Daw.
455,"Previous Hymn Next Hymn Favorite Create Listen to the Word That God Has Spoken Added to Favorites Lyrics Listen to the word that God has spoken; listen to the One who is close at hand; listen to the voice that began creation; listen even if you don’t understand. May be sung as a round, successive voices entering ad lib. Informational Notes Like “Open Your Ears, O Faithful People” (see no. 453), this short song from Canada is an encouragement to pay attention to what God is saying. The significance of the text is enhanced by singing this piece as a round, allowing the overlapping phrases to yield a single message.","Listen to the word that God has spoken; listen to the One who is close at hand; listen to the voice that began creation; listen even if you don’t understand. May be sung as a round, successive voices entering ad lib."
456,"Previous Hymn Next Hymn Favorite Create Listen, God Is Calling Added to Favorites Lyrics Refrain: Leader: Listen, All: listen, God is calling, through the Word inviting, offering forgiveness, comfort, and joy. Leader: Neno, All: neno lake Mungu lakuita wewe, neno la wokovu, tena jema. 1 Leader: Jesus gave his mandate: All: share the good news Leader: that he came to save us All: and set us free. 2 Leader: Let none be forgotten All: throughout the world. Leader: In the triune name of God All: go and baptize. 3 Leader: Help us to be faithful, All: standing steadfast, Leader: walking in your precepts, All: led by your Word. Informational Notes This anonymous Swahili hymn from Kenya follows a pattern of traditional African music (refrain, call-and-response stanzas, refrain) also common in African American spirituals. This text affirms that God’s inviting and forgiving call can still be heard through the written Word.","Refrain: Leader: Listen, All: listen, God is calling, through the Word inviting, offering forgiveness, comfort, and joy. Leader: Neno, All: neno lake Mungu lakuita wewe, neno la wokovu, tena jema. 1 Leader: Jesus gave his mandate: All: share the good news Leader: that he came to save us All: and set us free. 2 Leader: Let none be forgotten All: throughout the world. Leader: In the triune name of God All: go and baptize. 3 Leader: Help us to be faithful, All: standing steadfast, Leader: walking in your precepts, All: led by your Word."
457,"Previous Hymn Next Hymn Favorite Create How Happy Are the Saints of God Added to Favorites Lyrics 1 How happy are the saints of God who do not heed the wicked way; delighting in the holy Word they seek God’s wisdom night and day. 2 Like deeply rooted trees, they stand beside an ever-flowing stream. Their fruit is plentiful and good; their leaves are always growing green. 3 While wicked ones are whisked away like straw before the driving wind, the saints are firmly planted still, and God will keep them to the end. Informational Notes This paraphrase of Psalm 1 celebrates the permanence of God’s way in contrast with the transience of wickedness. While the wicked are dried up and scattered, the holy people of God are rooted and nourished. They bear much good fruit and are blessed with an enduring legacy.","1 How happy are the saints of God who do not heed the wicked way; delighting in the holy Word they seek God’s wisdom night and day. 2 Like deeply rooted trees, they stand beside an ever-flowing stream. Their fruit is plentiful and good; their leaves are always growing green. 3 While wicked ones are whisked away like straw before the driving wind, the saints are firmly planted still, and God will keep them to the end."
